dt,dt_iso,timezone,city_name,lat,lon,temp,visibility,dew_point,feels_like,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,wind_gust,rain_1h,rain_3h,snow_1h,snow_3h,clouds_all,weather_id,weather_main,weather_description,weather_icon
1649941200,2022-04-14 13:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,15.63,,10.61,15.13,12.18,17.77,1016,,,72,0.47,247,,,,,,49,802,Clouds,scattered clouds,03d
1649944800,2022-04-14 14:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,18.25,,10.36,17.7,15.18,19.43,1016,,,60,0.31,292,,,,,,52,803,Clouds,broken clouds,04d
1649948400,2022-04-14 15:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,20.18,,13.16,19.92,18.18,20.55,1017,,,64,0.43,24,,,,,,8,800,Clear,sky is clear,01d
1649952000,2022-04-14 16:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,21.86,,14.26,21.72,21.57,22.21,1016,,,62,0.68,57,,,,,,15,801,Clouds,few clouds,02d
1649955600,2022-04-14 17:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,24.01,,12.96,23.77,23.79,24.43,1015,,,50,0.97,77,,,,,,43,802,Clouds,scattered clouds,03d
1649959200,2022-04-14 18:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,25.08,,12.66,24.84,24.89,25.55,1013,,,46,0.92,83,,,,,,45,802,Clouds,scattered clouds,03d
1649962800,2022-04-14 19:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,25.79,,12.28,25.55,25.46,26.18,1012,,,43,0.83,73,,,,,,61,803,Clouds,broken clouds,04d
1649966400,2022-04-14 20:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,26.62,,11.92,26.62,25.46,28.18,1010,,,40,0.42,57,,,,,,72,803,Clouds,broken clouds,04d
1649970000,2022-04-14 21:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,27.93,,12.7,27.54,27.18,28.32,1010,,,39,0.07,149,,,,,,42,802,Clouds,scattered clouds,03d
1649973600,2022-04-14 22:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,27.78,,13.33,27.54,26.18,27.89,1008,,,41,1.11,319,,,,,,44,802,Clouds,scattered clouds,03d
1649977200,2022-04-14 23:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,27.93,,13.47,27.67,27.18,28.32,1008,,,41,1.7,300,,,,,,49,802,Clouds,scattered clouds,03d
1649980800,2022-04-15 00:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,27.11,,13.46,27.1,25.18,27.68,1009,,,43,1.56,349,,,,,,75,803,Clouds,broken clouds,04d
1649984400,2022-04-15 01:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,25.63,,15.05,25.61,24.18,25.89,1010,,,52,2.57,19,,,,,,75,803,Clouds,broken clouds,04n
1649988000,2022-04-15 02:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,23.09,,11.8,22.73,22.18,23.88,1013,,,49,2.32,23,,,,,,55,803,Clouds,broken clouds,04n
1649991600,2022-04-15 03:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,22.02,,13.9,21.84,21.18,22.77,1014,,,60,2.08,3,,,,,,28,802,Clouds,scattered clouds,03n
1649995200,2022-04-15 04:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,20.95,,12.9,20.67,20.18,21.66,1015,,,60,2.17,348,,,,,,15,801,Clouds,few clouds,02n
1649998800,2022-04-15 05:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,20.79,,13.5,20.57,20.18,21.1,1016,,,63,1.91,337,,,,,,16,801,Clouds,few clouds,02n
1650002400,2022-04-15 06:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,20.79,,13.98,20.62,18.18,21.1,1017,,,65,1.35,325,,,,,,42,802,Clouds,scattered clouds,03n
1650006000,2022-04-15 07:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,19.92,,13.84,19.74,18.18,19.99,1017,,,68,1.54,305,,,,,,37,802,Clouds,scattered clouds,03n
1650009600,2022-04-15 08:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,19.01,,14.06,18.87,15.18,19.43,1016,,,73,1.15,263,,,,,,15,801,Clouds,few clouds,02n
1650013200,2022-04-15 09:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,18.25,,13.75,18.09,15.18,19.43,1015,,,75,1.48,233,,,,,,14,801,Clouds,few clouds,02n
1650016800,2022-04-15 10:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,17.74,,15.19,17.79,14.18,18.88,1015,,,85,1.25,220,,,,,,3,800,Clear,sky is clear,01n
1650020400,2022-04-15 11:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,17.34,,14.43,17.3,14.18,18.88,1015,,,83,1.35,219,,,,,,12,801,Clouds,few clouds,02n
1650024000,2022-04-15 12:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,16.98,,13.7,16.85,14.18,18.32,1016,,,81,1.56,219,,,,,,25,802,Clouds,scattered clouds,03n
1650027600,2022-04-15 13:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,17.18,,13.12,16.96,12.18,18.32,1016,,,77,1.91,223,,,,,,20,801,Clouds,few clouds,02d
1650031200,2022-04-15 14:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,19.01,,12.29,18.66,16.18,19.43,1017,,,65,1.49,212,,,,,,14,801,Clouds,few clouds,02d
1650034800,2022-04-15 15:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,20.95,,11.85,20.56,20.18,21.66,1017,,,56,1.46,205,,,,,,12,801,Clouds,few clouds,02d
1650038400,2022-04-15 16:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,22.78,,12.42,22.47,22.18,22.89,1016,,,52,0.57,231,,,,,,38,802,Clouds,scattered clouds,03d
1650042000,2022-04-15 17:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,23.76,,11.13,23.37,22.68,24.99,1015,,,45,1.56,12,,,,,,69,803,Clouds,broken clouds,04d
1650045600,2022-04-15 18:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,24.68,,10.56,24.27,23.79,25.55,1014,,,41,2.39,26,,,,,,66,803,Clouds,broken clouds,04d
1650049200,2022-04-15 19:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,25.95,,10.55,25.95,25.46,26.66,1013,,,38,2.63,28,,,,,,86,804,Clouds,overcast clouds,04d
1650052800,2022-04-15 20:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,27.78,,10.5,27.13,27.18,27.89,1011,,,34,2.45,29,,,,,,35,802,Clouds,scattered clouds,03d
1650056400,2022-04-15 21:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,27.93,,10.18,27.19,26.18,28.32,1011,,,33,2.2,25,,,,,,49,802,Clouds,scattered clouds,03d
1650060000,2022-04-15 22:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,29.01,,11.57,28.14,26.18,29.43,1009,,,34,2.78,11,,,,,,21,801,Clouds,few clouds,02d
1650063600,2022-04-15 23:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,29.01,,12.44,28.28,23.18,29.43,1009,,,36,3.5,15,,,,,,83,803,Clouds,broken clouds,04d
1650067200,2022-04-16 00:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,28.34,,13.84,28.04,24.18,28.79,1011,,,41,3.96,36,,,,,,55,803,Clouds,broken clouds,04d
1650070800,2022-04-16 01:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,24.17,,12.16,23.87,23.79,24.99,1012,,,47,2.63,50,,,,,,24,801,Clouds,few clouds,02n
1650074400,2022-04-16 02:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,22.78,,13.83,22.6,22.18,22.89,1014,,,57,2.08,60,,,,,,3,800,Clear,sky is clear,01n
1650078000,2022-04-16 03:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,23.09,,16.63,23.2,20.18,23.88,1014,,,67,2.02,64,,,,,,1,800,Clear,sky is clear,01n
1650081600,2022-04-16 04:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,22.02,,12.85,21.74,19.18,22.77,1015,,,56,1.16,49,,,,,,2,800,Clear,sky is clear,01n
1650085200,2022-04-16 05:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,21.27,,13.45,21.05,16.18,22.77,1016,,,61,0.65,346,,,,,,4,800,Clear,sky is clear,01n
1650088800,2022-04-16 06:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,20.95,,14.36,20.82,16.18,21.66,1016,,,66,0.62,282,,,,,,2,800,Clear,sky is clear,01n
1650092400,2022-04-16 07:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,20.79,,14.21,20.65,15.18,21.1,1016,,,66,0.77,241,,,,,,4,800,Clear,sky is clear,01n
1650096000,2022-04-16 08:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,20.24,,13.69,20.04,15.18,21.1,1015,,,66,1.2,223,,,,,,4,800,Clear,sky is clear,01n
1650099600,2022-04-16 09:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,19.33,,13.73,19.15,14.18,20.55,1015,,,70,1.44,217,,,,,,5,800,Clear,sky is clear,01n
1650103200,2022-04-16 10:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,18.73,,12.71,18.43,14.18,21.1,1015,,,68,1.37,214,,,,,,8,800,Clear,sky is clear,01n
1650106800,2022-04-16 11:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,18.57,,13,18.31,15.18,20.55,1016,,,70,1.36,215,,,,,,7,800,Clear,sky is clear,01n
1650110400,2022-04-16 12:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,16.92,,11.84,16.55,14.18,19.43,1016,,,72,1.37,218,,,,,,5,800,Clear,sky is clear,01n
1650114000,2022-04-16 13:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,16.92,,11.63,16.52,13.18,19.43,1017,,,71,1.81,226,,,,,,9,800,Clear,sky is clear,01d
1650117600,2022-04-16 14:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,20.18,,10.02,19.61,17.18,20.55,1018,,,52,1.44,221,,,,,,2,800,Clear,sky is clear,01d
1650121200,2022-04-16 15:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,21.86,,11.28,21.43,19.18,22.21,1018,,,51,1.1,222,,,,,,1,800,Clear,sky is clear,01d
1650124800,2022-04-16 16:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,23.85,,12.19,23.54,22.18,23.89,1017,,,48,0.5,288,,,,,,2,800,Clear,sky is clear,01d
1650128400,2022-04-16 17:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,25.24,,10.31,24.84,24.18,26.1,1016,,,39,1.28,24,,,,,,2,800,Clear,sky is clear,01d
1650132000,2022-04-16 18:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,26.86,,10.96,26.62,26.18,27.21,1015,,,37,2.22,31,,,,,,5,800,Clear,sky is clear,01d
1650135600,2022-04-16 19:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,27.78,,10.93,27.18,26.18,27.89,1013,,,35,2.65,34,,,,,,9,800,Clear,sky is clear,01d
1650139200,2022-04-16 20:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,28.6,,10.3,27.66,27.18,29.43,1012,,,32,2.97,34,,,,,,14,801,Clouds,few clouds,02d
1650142800,2022-04-16 21:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,29.01,,10.18,27.94,28.18,29.43,1011,,,31,2.79,32,,,,,,29,802,Clouds,scattered clouds,03d
1650146400,2022-04-16 22:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,29.92,,9.97,28.61,28.18,29.99,1009,,,29,3.57,14,,,,,,23,801,Clouds,few clouds,02d
1650150000,2022-04-16 23:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,29.57,,12.5,28.74,28.89,29.99,1010,,,35,4.88,27,,,,,,56,803,Clouds,broken clouds,04d
1650153600,2022-04-17 00:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,29.01,,12.86,28.36,28.18,29.43,1011,,,37,5,31,,,,,,9,800,Clear,sky is clear,01d
1650157200,2022-04-17 01:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,25.56,,10.98,25.22,24.89,27.21,1012,,,40,4.45,33,,,,,,1,800,Clear,sky is clear,01n
1650160800,2022-04-17 02:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,24.48,,12.11,24.18,22.18,26.1,1014,,,46,2.97,33,,,,,,3,800,Clear,sky is clear,01n
1650164400,2022-04-17 03:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,24.01,,10.32,23.56,23.18,24.43,1015,,,42,1.82,18,,,,,,4,800,Clear,sky is clear,01n
1650168000,2022-04-17 04:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,23.09,,9.84,22.58,21.18,23.88,1016,,,43,2.21,1,,,,,,9,800,Clear,sky is clear,01n
1650171600,2022-04-17 05:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,22.93,,7.08,22.22,20.18,23.32,1017,,,36,2.14,348,,,,,,0,800,Clear,sky is clear,01n
1650175200,2022-04-17 06:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,21.86,,6.53,21.07,19.18,22.21,1016,,,37,1.65,325,,,,,,0,800,Clear,sky is clear,01n
1650178800,2022-04-17 07:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,21.71,,9.92,21.16,16.18,21.89,1016,,,47,1.58,307,,,,,,0,800,Clear,sky is clear,01n
1650182400,2022-04-17 08:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,20.49,,11.69,20.08,15.18,21.57,1016,,,57,1.18,274,,,,,,0,800,Clear,sky is clear,01n
1650186000,2022-04-17 09:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,19.08,,11.14,18.61,13.18,20.55,1016,,,60,0.96,232,,,,,,6,800,Clear,sky is clear,01n
1650189600,2022-04-17 10:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,18.28,,12.72,17.99,12.18,19.99,1016,,,70,1.71,221,,,,,,18,801,Clouds,few clouds,02n
1650193200,2022-04-17 11:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,17.78,,11.8,17.39,11.18,18.88,1015,,,68,1.49,221,,,,,,21,801,Clouds,few clouds,02n
1650196800,2022-04-17 12:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,17.23,,11.5,16.81,10.18,18.88,1016,,,69,1.11,219,,,,,,26,802,Clouds,scattered clouds,03n
1650200400,2022-04-17 13:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,17.53,,11.34,17.09,12.18,18.32,1016,,,67,1.62,228,,,,,,24,801,Clouds,few clouds,02d
1650204000,2022-04-17 14:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,19.33,,9.24,18.68,17.89,21.1,1017,,,52,1.46,216,,,,,,18,801,Clouds,few clouds,02d
1650207600,2022-04-17 15:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,21.81,,8.69,21.17,20.18,22.89,1016,,,43,1.29,202,,,,,,32,802,Clouds,scattered clouds,03d
1650211200,2022-04-17 16:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,24.17,,8.97,23.63,23.18,24.99,1015,,,38,0.36,179,,,,,,28,802,Clouds,scattered clouds,03d
1650214800,2022-04-17 17:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,25.38,,5.05,24.68,23.79,26.89,1014,,,27,1.19,27,,,,,,2,800,Clear,sky is clear,01d
1650218400,2022-04-17 18:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,27.62,,5.84,26.63,26.18,27.89,1013,,,25,2.37,23,,,,,,0,800,Clear,sky is clear,01d
1650222000,2022-04-17 19:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,28.69,,6.15,27.35,28.32,29.18,1012,,,24,2.97,23,,,,,,0,800,Clear,sky is clear,01d
1650225600,2022-04-17 20:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,29.76,,5.78,28.11,29.43,30.18,1010,,,22,3.44,21,,,,,,2,800,Clear,sky is clear,01d
1650229200,2022-04-17 21:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,30.43,,5.67,28.63,29.18,30.89,1009,,,21,3.97,22,,,,,,18,801,Clouds,few clouds,02d
1650232800,2022-04-17 22:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,30.63,,7.15,28.89,29.18,30.89,1008,,,23,4.91,12,,,,,,9,800,Clear,sky is clear,01d
1650236400,2022-04-17 23:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,30.63,,7.15,28.89,29.18,30.89,1008,,,23,5.67,15,,,,,,27,802,Clouds,scattered clouds,03d
1650240000,2022-04-18 00:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,29.96,,7.21,28.36,27.18,30.46,1009,,,24,5.73,24,,,,,,73,803,Clouds,broken clouds,04d
1650243600,2022-04-18 01:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,28.69,,5.53,27.32,24.18,28.89,1011,,,23,5.09,32,,,,,,68,803,Clouds,broken clouds,04n
1650247200,2022-04-18 02:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,26.23,,7.78,26.23,20.18,26.66,1012,,,31,3.17,37,,,,,,87,804,Clouds,overcast clouds,04n
1650250800,2022-04-18 03:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,24.33,,8.32,23.76,22.18,25.55,1014,,,36,2.36,34,,,,,,88,804,Clouds,overcast clouds,04n
1650254400,2022-04-18 04:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,24.17,,8.97,23.63,19.18,24.99,1015,,,38,1.69,21,,,,,,95,804,Clouds,overcast clouds,04n
1650258000,2022-04-18 05:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,23.85,,11.54,23.49,18.18,23.89,1015,,,46,1.17,357,,,,,,93,804,Clouds,overcast clouds,04n
1650261600,2022-04-18 06:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,22.47,,10.61,22,18.18,23.79,1015,,,47,0.58,334,,,,,,89,804,Clouds,overcast clouds,04n
1650265200,2022-04-18 07:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,20.95,,9.54,20.35,14.18,21.66,1015,,,48,0.23,199,,,,,,78,803,Clouds,broken clouds,04n
1650268800,2022-04-18 08:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,20.44,,9.68,19.85,14.18,21.1,1015,,,50,0.63,204,,,,,,3,800,Clear,sky is clear,01n
1650272400,2022-04-18 09:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,19.33,,8.36,18.6,12.18,20.55,1014,,,49,1.65,217,,,,,,2,800,Clear,sky is clear,01n
1650276000,2022-04-18 10:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,18.81,,9.32,18.16,12.18,19.99,1015,,,54,1.64,219,,,,,,5,800,Clear,sky is clear,01n
1650279600,2022-04-18 11:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,18.25,,9.33,17.59,10.18,19.43,1015,,,56,1.13,219,,,,,,3,800,Clear,sky is clear,01n
1650283200,2022-04-18 12:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,18.09,,9.71,17.47,11.18,18.88,1016,,,58,1.14,221,,,,,,1,800,Clear,sky is clear,01n
1650286800,2022-04-18 13:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,18.8,,10.11,18.22,11.18,19.89,1017,,,57,1.52,229,,,,,,0,800,Clear,sky is clear,01d
1650290400,2022-04-18 14:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,20.4,,8.08,19.67,17.18,21.66,1018,,,45,0.9,232,,,,,,0,800,Clear,sky is clear,01d
1650294000,2022-04-18 15:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,21.86,,9.07,21.25,21.18,22.21,1017,,,44,0.22,353,,,,,,0,800,Clear,sky is clear,01d
1650297600,2022-04-18 16:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,23.85,,10.18,23.39,23.18,23.89,1016,,,42,0.89,38,,,,,,0,800,Clear,sky is clear,01d
1650301200,2022-04-18 17:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,24.92,,7.11,24.3,24.89,25.18,1016,,,32,1.62,43,,,,,,0,800,Clear,sky is clear,01d
1650304800,2022-04-18 18:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,26.86,,7.84,26.33,26.57,27.21,1014,,,30,2.23,43,,,,,,6,800,Clear,sky is clear,01d
1650308400,2022-04-18 19:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,27.78,,8.14,26.89,27.18,27.89,1014,,,29,2.65,49,,,,,,22,801,Clouds,few clouds,02d
1650312000,2022-04-18 20:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,29.6,,8.08,28.16,27.18,29.9,1013,,,26,2.74,55,,,,,,44,802,Clouds,scattered clouds,03d
1650315600,2022-04-18 21:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,29.76,,7.05,28.19,27.18,29.9,1012,,,24,2.55,68,,,,,,38,802,Clouds,scattered clouds,03d
1650319200,2022-04-18 22:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,29.92,,8.91,28.48,28.18,29.99,1010,,,27,4.78,25,,,,,,56,803,Clouds,broken clouds,04d
1650322800,2022-04-18 23:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,27.74,,7.59,26.83,26.18,28.88,1011,,,28,5.19,31,,,,,,59,803,Clouds,broken clouds,04d
1650326400,2022-04-19 00:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,24.48,,6.72,23.82,23.18,26.1,1013,,,32,4.86,41,,,,,,42,802,Clouds,scattered clouds,03d
1650330000,2022-04-19 01:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,23.69,,8.55,23.11,18.18,23.89,1015,,,38,3.99,37,,,,,,27,802,Clouds,scattered clouds,03n
1650333600,2022-04-19 02:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,21.27,,10.44,20.76,16.18,22.77,1016,,,50,3.48,32,,,,,,8,800,Clear,sky is clear,01n
1650337200,2022-04-19 03:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,20.4,,14.53,20.3,15.18,21.66,1018,,,69,2.9,22,,,,,,5,800,Clear,sky is clear,01n
1650340800,2022-04-19 04:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,19.57,,14.81,19.51,14.18,19.99,1020,,,74,2.74,15,,,,,,20,801,Clouds,few clouds,02n
1650344400,2022-04-19 05:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,18.09,,14.97,18.1,14.18,18.88,1021,,,82,2.55,12,,,,,,32,802,Clouds,scattered clouds,03n
1650348000,2022-04-19 06:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,17.78,,15.41,17.86,14.18,17.89,1021,,,86,2.14,8,,,,,,27,802,Clouds,scattered clouds,03n
1650351600,2022-04-19 07:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,17.62,,15.79,17.76,14.18,17.89,1021,,,89,1.59,9,,0.15,,,,27,500,Rain,light rain,10n
1650355200,2022-04-19 08:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,17.02,,15.54,17.15,14.18,17.77,1020,,,91,0.98,8,,,,,,41,802,Clouds,scattered clouds,03n
1650358800,2022-04-19 09:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,16.27,,14.8,16.33,15.89,17.21,1020,,,91,1.68,346,,,,,,36,802,Clouds,scattered clouds,03n
1650362400,2022-04-19 10:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,16.11,,14.47,16.13,11.18,17.21,1020,,,90,1.36,358,,,,,,36,802,Clouds,scattered clouds,03n
1650366000,2022-04-19 11:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,16.11,,14.12,16.07,12.18,17.21,1020,,,88,1.36,2,,,,,,31,802,Clouds,scattered clouds,03n
1650369600,2022-04-19 12:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,15.56,,13.93,15.52,13.18,17.21,1020,,,90,0.29,271,,,,,,45,802,Clouds,scattered clouds,03n
1650373200,2022-04-19 13:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,16.11,,14.12,16.07,12.18,17.21,1020,,,88,0.34,223,,,,,,48,802,Clouds,scattered clouds,03d
1650376800,2022-04-19 14:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,17.29,,12.62,17.01,14.18,18.88,1021,,,74,0.31,275,,,,,,52,803,Clouds,broken clouds,04d
1650380400,2022-04-19 15:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,19.92,,14.73,19.85,15.18,19.99,1020,,,72,0.13,101,,,,,,63,803,Clouds,broken clouds,04d
1650384000,2022-04-19 16:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,20.75,,13.94,20.58,19.9,21.66,1018,,,65,0.44,64,,,,,,65,803,Clouds,broken clouds,04d
1650387600,2022-04-19 17:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,22.93,,12.26,22.61,22.18,23.32,1016,,,51,1.79,20,,,,,,4,800,Clear,sky is clear,01d
1650391200,2022-04-19 18:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,23.76,,12.11,23.44,22.68,24.99,1015,,,48,2.88,15,,,,,,17,801,Clouds,few clouds,02d
1650394800,2022-04-19 19:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,25.79,,14.9,25.76,25.46,26.18,1014,,,51,3.81,19,,,,,,33,802,Clouds,scattered clouds,03d
1650398400,2022-04-19 20:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,26.71,,16.04,27.26,20.18,26.89,1013,,,52,3.06,17,,2.16,,,,53,501,Rain,moderate rain,10d
1650402000,2022-04-19 21:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,26.23,,16.19,26.23,18.18,26.89,1013,,,54,1.23,7,,,,,,87,804,Clouds,overcast clouds,04d
1650405600,2022-04-19 22:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,25.16,,14.32,25.06,16.18,25.89,1012,,,51,0.98,46,,,,,,44,802,Clouds,scattered clouds,03d
1650409200,2022-04-19 23:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,22.65,,14.75,22.56,15.18,25.01,1013,,,61,1.29,114,,1.57,,,,85,501,Rain,moderate rain,10d
1650412800,2022-04-20 00:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,18.84,,13.69,18.66,15.18,18.89,1016,,,72,2.66,235,,,,,,98,804,Clouds,overcast clouds,04d
1650416400,2022-04-20 01:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,18.57,,14.06,18.44,15.18,20.55,1017,,,75,2.96,250,,,,,,65,803,Clouds,broken clouds,04n
