dt,dt_iso,timezone,city_name,lat,lon,temp,visibility,dew_point,feels_like,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,wind_gust,rain_1h,rain_3h,snow_1h,snow_3h,clouds_all,weather_id,weather_main,weather_description,weather_icon
1624550400,2021-06-24 16:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,18.85,,14.53,18.78,18.79,22.18,1020,,,76,1.02,56,,,,,,65,803,Clouds,broken clouds,04d
1624554000,2021-06-24 17:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,19.68,,12.2,19.32,18.79,24.18,1019,,,62,1.62,85,,,,,,63,803,Clouds,broken clouds,04d
1624557600,2021-06-24 18:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,21.11,,12.53,20.79,20.46,26.18,1018,,,58,1.94,94,,0.16,,,,43,500,Rain,light rain,10d
1624561200,2021-06-24 19:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,21.86,,12.97,21.59,21.18,22.21,1016,,,57,2.05,85,,0.16,,,,57,500,Rain,light rain,10d
1624564800,2021-06-24 20:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,22.18,,13.53,21.97,19.18,23.32,1015,,,58,1.75,83,,,,,,64,803,Clouds,broken clouds,04d
1624568400,2021-06-24 21:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,22.02,,12.57,21.71,19.18,22.77,1014,,,55,2.12,69,,,,,,62,803,Clouds,broken clouds,04d
1624572000,2021-06-24 22:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,19.58,,11.36,19.13,17.89,21.66,1015,,,59,1.07,49,,0.76,,,,65,500,Rain,light rain,10d
1624575600,2021-06-24 23:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,16.73,,9.42,16.08,15.89,21.18,1015,,,62,1.56,124,,1.55,,,,94,501,Rain,moderate rain,10d
1624579200,2021-06-25 00:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,17.28,,12.61,17,16.89,18.18,1016,,,74,0.32,145,,0.15,,,,88,500,Rain,light rain,10d
1624582800,2021-06-25 01:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,17.53,,12.85,17.27,16.89,18.32,1016,,,74,0.26,154,,,,,,80,803,Clouds,broken clouds,04d
1624586400,2021-06-25 02:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,17.78,,14.48,17.73,17.18,17.89,1017,,,81,1.63,174,,0.48,,,,94,500,Rain,light rain,10n
1624590000,2021-06-25 03:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,15.95,,13.61,15.85,15.18,16.66,1018,,,86,1.45,182,,0.84,,,,93,500,Rain,light rain,10n
1624593600,2021-06-25 04:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,14.89,,12.39,14.65,14.89,15.18,1019,,,85,1.13,181,,,,,,91,804,Clouds,overcast clouds,04n
1624597200,2021-06-25 05:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,14.76,,12.79,14.59,14.18,14.9,1020,,,88,1.96,154,,0.13,,,,92,500,Rain,light rain,10n
1624600800,2021-06-25 06:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,14.92,,13.12,14.79,14.18,14.99,1020,,,89,0.95,183,,0.18,,,,91,500,Rain,light rain,10n
1624604400,2021-06-25 07:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,15.47,,12.96,15.29,14.18,15.89,1020,,,85,0.83,181,,0.41,,,,96,500,Rain,light rain,10n
1624608000,2021-06-25 08:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,15.47,,13.32,15.34,14.18,15.89,1019,,,87,1.17,177,,0.17,,,,96,500,Rain,light rain,10n
1624611600,2021-06-25 09:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,15.12,,13.15,14.99,14.18,15.46,1019,,,88,1.2,173,,0.25,,,,92,500,Rain,light rain,10n
1624615200,2021-06-25 10:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,14.57,,13.45,14.51,13.89,14.99,1018,,,93,0.86,125,,,,,,83,803,Clouds,broken clouds,04n
1624618800,2021-06-25 11:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,14.17,,13.54,14.15,12.18,14.99,1018,,,96,0.58,212,,,,,,67,803,Clouds,broken clouds,04n
1624622400,2021-06-25 12:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,14.01,,13.38,13.97,13.18,14.43,1019,,,96,0.78,234,,,,,,100,804,Clouds,overcast clouds,04d
1624626000,2021-06-25 13:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,14.92,,14.13,14.95,13.18,14.99,1020,,,95,0.7,187,,,,,,100,804,Clouds,overcast clouds,04d
1624629600,2021-06-25 14:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,15.95,,13.79,15.87,15.46,16.66,1020,,,87,0.92,138,,,,,,89,804,Clouds,overcast clouds,04d
1624633200,2021-06-25 15:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,17.02,,15.37,17.13,16.57,19.18,1020,,,90,1.05,135,,,,,,53,803,Clouds,broken clouds,04d
1624636800,2021-06-25 16:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,18.25,,16.41,18.45,17.68,21.18,1019,,,89,1.85,135,,,,,,58,803,Clouds,broken clouds,04d
1624640400,2021-06-25 17:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,20.63,,15.41,20.63,20.18,20.89,1018,,,72,1.79,125,,,,,,45,802,Clouds,scattered clouds,03d
1624644000,2021-06-25 18:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,20.24,,12.98,19.96,19.89,21.1,1017,,,63,1.64,107,,0.35,,,,68,500,Rain,light rain,10d
1624647600,2021-06-25 19:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,21.46,,13.38,21.23,15.89,23.77,1016,,,60,0.9,133,,0.81,,,,81,500,Rain,light rain,10d
1624651200,2021-06-25 20:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,22.34,,12.59,22.04,18.89,24.71,1014,,,54,3.71,177,,1.06,,,,61,501,Rain,moderate rain,10d
1624654800,2021-06-25 21:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,20.63,,10.44,20.11,20.46,21.18,1017,,,52,2.98,142,,3.97,,,,94,501,Rain,moderate rain,10d
1624658400,2021-06-25 22:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,19.74,,12.98,19.47,17.89,21.1,1015,,,65,1.04,70,,0.5,,,,99,500,Rain,light rain,10d
1624662000,2021-06-25 23:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,16.98,,10.82,16.48,15.89,18.32,1015,,,67,1.36,31,,0.51,,,,100,500,Rain,light rain,10d
1624665600,2021-06-26 00:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,15.43,,9.99,14.86,14.18,16.1,1017,,,70,1.27,120,,,,,,100,804,Clouds,overcast clouds,04d
1624669200,2021-06-26 01:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,16.23,,11.18,15.79,14.18,16.66,1018,,,72,1.18,198,,,,,,100,804,Clouds,overcast clouds,04d
1624672800,2021-06-26 02:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,15.95,,12.12,15.64,14.18,16.66,1019,,,78,1.18,196,,,,,,100,804,Clouds,overcast clouds,04n
1624676400,2021-06-26 03:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,15.24,,12.56,15.01,14.18,16.1,1019,,,84,1.2,179,,,,,,100,804,Clouds,overcast clouds,04n
1624680000,2021-06-26 04:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,14.89,,12.39,14.65,14.18,14.9,1019,,,85,1.21,183,,,,,,100,804,Clouds,overcast clouds,04n
1624683600,2021-06-26 05:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,15.08,,12.76,14.89,13.18,15.55,1019,,,86,1.29,191,,,,,,100,804,Clouds,overcast clouds,04n
1624687200,2021-06-26 06:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,15.08,,12.93,14.92,13.18,15.55,1019,,,87,1.42,201,,,,,,99,804,Clouds,overcast clouds,04n
1624690800,2021-06-26 07:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,15.08,,12.76,14.89,12.18,15.55,1019,,,86,1.46,206,,,,,,96,804,Clouds,overcast clouds,04n
1624694400,2021-06-26 08:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,15.08,,12.93,14.92,13.18,15.55,1018,,,87,1.61,212,,,,,,96,804,Clouds,overcast clouds,04n
1624698000,2021-06-26 09:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,15.08,,13.45,14.99,13.18,15.55,1018,,,90,1.9,215,,,,,,100,804,Clouds,overcast clouds,04n
1624701600,2021-06-26 10:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,14.17,,13.22,14.1,13.18,14.99,1017,,,94,1.72,202,,,,,,98,804,Clouds,overcast clouds,04n
1624705200,2021-06-26 11:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,14.17,,13.06,14.07,11.18,14.99,1017,,,93,1.98,214,,,,,,90,804,Clouds,overcast clouds,04n
1624708800,2021-06-26 12:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,14.01,,12.57,13.84,11.18,14.43,1018,,,91,1.88,221,,,,,,88,804,Clouds,overcast clouds,04n
1624712400,2021-06-26 13:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,14.33,,12.54,14.14,12.18,15.55,1018,,,89,1.71,214,,,,,,78,803,Clouds,broken clouds,04d
1624716000,2021-06-26 14:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,15.67,,11.65,15.3,13.79,17.77,1018,,,77,1.85,185,,,,,,98,804,Clouds,overcast clouds,04d
1624719600,2021-06-26 15:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,18.09,,12.54,17.78,17.18,18.88,1018,,,70,2.45,165,,,,,,100,804,Clouds,overcast clouds,04d
1624723200,2021-06-26 16:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,20.08,,13.07,19.81,19.18,20.55,1017,,,64,3.27,161,,,,,,100,804,Clouds,overcast clouds,04d
1624726800,2021-06-26 17:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,20.75,,11.93,20.37,19.18,21.66,1016,,,57,3.74,172,,,,,,100,804,Clouds,overcast clouds,04d
1624730400,2021-06-26 18:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,21.11,,12,20.74,19.18,22.21,1015,,,56,3.95,178,,,,,,100,804,Clouds,overcast clouds,04d
1624734000,2021-06-26 19:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,20.95,,11.58,20.54,19.18,21.66,1015,,,55,4.03,181,,,,,,100,804,Clouds,overcast clouds,04d
1624737600,2021-06-26 20:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,20.63,,11.28,20.18,18.18,20.89,1014,,,55,4.27,184,,,,,,100,804,Clouds,overcast clouds,04d
1624741200,2021-06-26 21:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,20.63,,11,20.16,18.18,20.89,1014,,,54,4.44,187,,,,,,100,804,Clouds,overcast clouds,04d
1624744800,2021-06-26 22:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,20.08,,10.49,19.55,18.18,20.55,1013,,,54,3.74,164,,,,,,100,804,Clouds,overcast clouds,04d
1624748400,2021-06-26 23:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,19.33,,10.61,18.81,17.18,20.55,1013,,,57,1.49,150,,,,,,100,804,Clouds,overcast clouds,04d
1624752000,2021-06-27 00:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,19.33,,11.12,18.86,17.18,20.55,1014,,,59,0.95,160,,,,,,100,804,Clouds,overcast clouds,04d
1624755600,2021-06-27 01:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,18.25,,10.61,17.72,16.18,19.43,1015,,,61,0.87,189,,,,,,100,804,Clouds,overcast clouds,04d
1624759200,2021-06-27 02:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,17.74,,11.99,17.37,14.18,18.88,1016,,,69,1.12,186,,,,,,100,804,Clouds,overcast clouds,04n
1624762800,2021-06-27 03:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,17.18,,12.09,16.83,14.18,18.32,1017,,,72,1.55,178,,,,,,100,804,Clouds,overcast clouds,04n
1624766400,2021-06-27 04:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,16.11,,11.68,15.73,13.18,17.21,1018,,,75,1.86,180,,,,,,100,804,Clouds,overcast clouds,04n
1624770000,2021-06-27 05:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,15.4,,12.16,15.11,13.18,16.66,1018,,,81,1.94,189,,,,,,100,804,Clouds,overcast clouds,04n
1624773600,2021-06-27 06:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,14.64,,11.6,14.3,13.18,16.66,1018,,,82,1.99,194,,,,,,100,804,Clouds,overcast clouds,04n
1624777200,2021-06-27 07:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,14.48,,11.45,14.12,12.18,16.1,1017,,,82,1.74,199,,0.43,,,,100,500,Rain,light rain,10n
1624780800,2021-06-27 08:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,14.48,,11.63,14.15,13.18,16.1,1017,,,83,1.61,200,,0.29,,,,100,500,Rain,light rain,10n
1624784400,2021-06-27 09:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,15.08,,12.22,14.81,13.18,15.55,1017,,,83,1.61,200,,0.15,,,,100,500,Rain,light rain,10n
1624788000,2021-06-27 10:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,14.01,,13.06,13.92,12.18,14.43,1017,,,94,2.23,208,,0.39,,,,100,500,Rain,light rain,10n
1624791600,2021-06-27 11:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,13.25,,12.14,13.06,12.18,14.43,1016,,,93,1.82,199,,0.68,,,,100,500,Rain,light rain,10n
1624795200,2021-06-27 12:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,13.09,,11.66,12.83,12.18,13.88,1016,,,91,1.68,206,,1.13,,,,100,501,Rain,moderate rain,10n
1624798800,2021-06-27 13:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,12.93,,11.33,12.63,12.18,13.32,1017,,,90,2.04,198,,1.62,,,,100,501,Rain,moderate rain,10d
1624802400,2021-06-27 14:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,14.92,,12.6,14.71,13.18,14.99,1017,,,86,1.96,195,,0.55,,,,93,500,Rain,light rain,10d
1624806000,2021-06-27 15:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,16.55,,13.84,16.45,14.18,16.89,1018,,,84,2.11,185,,1.23,,,,100,501,Rain,moderate rain,10d
1624809600,2021-06-27 16:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,15.79,,12.16,15.49,15.18,16.1,1017,,,79,2.46,186,,0.62,,,,100,500,Rain,light rain,10d
1624813200,2021-06-27 17:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,16.86,,12,16.51,16.57,17.21,1017,,,73,3.15,188,,,,,,100,804,Clouds,overcast clouds,04d
1624816800,2021-06-27 18:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,17.19,,12.93,16.95,15.97,18.26,1016,,,76,3.25,186,,0.49,,,,100,500,Rain,light rain,10d
1624820400,2021-06-27 19:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,17.77,,13.29,17.56,17.21,17.89,1016,,,75,3.05,182,,0.49,,,,100,500,Rain,light rain,10d
1624824000,2021-06-27 20:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,17.02,,12.36,16.71,16.18,17.77,1015,,,74,2.68,176,,0.54,,,,100,500,Rain,light rain,10d
1624827600,2021-06-27 21:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,16.86,,13.39,16.69,15.18,17.21,1015,,,80,2.67,182,,0.82,,,,100,500,Rain,light rain,10d
1624831200,2021-06-27 22:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,16.71,,13.44,16.55,16.18,16.89,1014,,,81,1.87,175,,1.11,,,,100,501,Rain,moderate rain,10d
1624834800,2021-06-27 23:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,16.71,,14.18,16.66,15.18,16.89,1014,,,85,2.23,195,,0.87,,,,100,500,Rain,light rain,10d
1624838400,2021-06-28 00:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,15.79,,13.63,15.7,14.18,16.1,1015,,,87,1.5,192,,0.89,,,,100,500,Rain,light rain,10d
1624842000,2021-06-28 01:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,15.08,,13.11,14.94,14.18,15.55,1016,,,88,1.41,177,,0.64,,,,100,500,Rain,light rain,10d
1624845600,2021-06-28 02:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,14.57,,12.61,14.38,13.18,14.99,1016,,,88,1.55,166,,0.42,,,,100,500,Rain,light rain,10n
1624849200,2021-06-28 03:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,14.01,,12.23,13.79,13.18,14.43,1017,,,89,1.72,169,,0.52,,,,100,500,Rain,light rain,10n
1624852800,2021-06-28 04:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,13.84,,12.06,13.6,13.18,13.89,1018,,,89,1.73,173,,0.61,,,,100,500,Rain,light rain,10n
1624856400,2021-06-28 05:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,13.84,,12.23,13.63,13.18,13.89,1019,,,90,2.03,186,,0.73,,,,100,500,Rain,light rain,10n
1624860000,2021-06-28 06:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,13.84,,12.23,13.63,13.18,13.89,1018,,,90,1.94,187,,0.71,,,,100,500,Rain,light rain,10n
1624863600,2021-06-28 07:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,12.78,,11.35,12.49,12.68,13.18,1018,,,91,1.77,182,,0.88,,,,100,500,Rain,light rain,10n
1624867200,2021-06-28 08:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,12.78,,11.51,12.52,12.68,13.18,1017,,,92,1.66,173,,0.86,,,,100,500,Rain,light rain,10n
1624870800,2021-06-28 09:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,12.78,,11.51,12.52,12.68,13.18,1017,,,92,1.39,179,,0.83,,,,100,500,Rain,light rain,10n
1624874400,2021-06-28 10:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,12.78,,11.68,12.54,12.68,13.18,1016,,,93,0.87,161,,0.56,,,,100,500,Rain,light rain,10n
1624878000,2021-06-28 11:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,12.78,,11.51,12.52,12.18,12.89,1016,,,92,0.52,193,,0.3,,,,100,500,Rain,light rain,10n
1624881600,2021-06-28 12:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,12.78,,11.35,12.49,12.18,12.89,1016,,,91,0.7,193,,0.2,,,,100,500,Rain,light rain,10n
1624885200,2021-06-28 13:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,12.78,,11.35,12.49,12.68,13.18,1017,,,91,0.9,187,,0.16,,,,100,500,Rain,light rain,10d
1624888800,2021-06-28 14:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,13.6,,11.65,13.31,12.68,14.43,1017,,,88,1.4,191,,0.1,,,,100,500,Rain,light rain,10d
1624892400,2021-06-28 15:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,15.24,,13.27,15.12,14.89,16.1,1017,,,88,1.29,186,,0.12,,,,99,500,Rain,light rain,10d
1624896000,2021-06-28 16:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,16.1,,13.4,15.96,14.9,17.18,1017,,,84,1.68,182,,0.21,,,,99,500,Rain,light rain,10d
1624899600,2021-06-28 17:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,18.09,,12.76,17.81,17.68,18.88,1016,,,71,1.67,186,,0.17,,,,100,500,Rain,light rain,10d
1624903200,2021-06-28 18:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,18.45,,12.22,18.1,17.68,20.18,1015,,,67,1.29,186,,0.11,,,,100,500,Rain,light rain,10d
1624906800,2021-06-28 19:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,19.33,,12.36,18.99,18.79,21.18,1015,,,64,1.09,180,,0.12,,,,99,500,Rain,light rain,10d
1624910400,2021-06-28 20:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,20.08,,14,19.92,19.18,20.55,1014,,,68,0.64,128,,0.22,,,,100,500,Rain,light rain,10d
1624914000,2021-06-28 21:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,19.48,,14.3,19.36,18.79,21.1,1013,,,72,0.86,102,,0.52,,,,100,500,Rain,light rain,10d
1624917600,2021-06-28 22:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,19.8,,16.64,19.98,18.79,22.21,1012,,,82,0.45,27,,4.01,,,,100,502,Rain,heavy intensity rain,10d
1624921200,2021-06-28 23:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,18.62,,15.87,18.73,16.89,20.55,1014,,,84,1.06,246,,5.57,,,,100,502,Rain,heavy intensity rain,10d
1624924800,2021-06-29 00:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,17.5,,16.36,17.73,16.18,19.43,1014,,,93,1.42,225,,0.61,,,,100,500,Rain,light rain,10d
1624928400,2021-06-29 01:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,17.02,,15.54,17.15,16.18,17.77,1015,,,91,0.26,286,,0.11,,,,100,500,Rain,light rain,10d
1624932000,2021-06-29 02:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,16.11,,13.95,16.05,15.18,17.21,1016,,,87,1.29,223,,0.57,,,,100,500,Rain,light rain,10n
1624935600,2021-06-29 03:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,15.95,,13.79,15.87,15.18,16.66,1017,,,87,1.21,167,,0.31,,,,100,500,Rain,light rain,10n
1624939200,2021-06-29 04:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,15.95,,13.43,15.82,15.18,16.66,1018,,,85,1.52,166,,0.15,,,,100,500,Rain,light rain,10n
1624942800,2021-06-29 05:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,15.95,,13.61,15.85,14.18,16.66,1018,,,86,1.05,165,,,,,,100,804,Clouds,overcast clouds,04n
1624946400,2021-06-29 06:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,15.63,,13.65,15.55,14.18,15.89,1018,,,88,0.94,218,,,,,,100,804,Clouds,overcast clouds,04n
1624950000,2021-06-29 07:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,15.08,,13.11,14.94,14.18,15.55,1018,,,88,0.96,251,,0.16,,,,100,500,Rain,light rain,10n
1624953600,2021-06-29 08:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,15.24,,13.44,15.14,14.18,16.1,1017,,,89,1.18,226,,0.16,,,,100,500,Rain,light rain,10n
1624957200,2021-06-29 09:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,15.24,,13.44,15.14,13.18,16.1,1017,,,89,1.23,221,,0.16,,,,99,500,Rain,light rain,10n
1624960800,2021-06-29 10:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,15.08,,13.28,14.97,13.18,15.55,1017,,,89,1.21,219,,0.4,,,,97,500,Rain,light rain,10n
1624964400,2021-06-29 11:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,15.08,,14.12,15.1,13.18,15.55,1017,,,94,1.24,221,,0.44,,,,99,500,Rain,light rain,10n
1624968000,2021-06-29 12:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,14.73,,13.94,14.74,13.18,15.55,1017,,,95,1.16,228,,0.28,,,,97,500,Rain,light rain,10n
1624971600,2021-06-29 13:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,14.84,,14.05,14.86,13.79,16.1,1018,,,95,1.25,223,,0.4,,,,96,500,Rain,light rain,10d
1624975200,2021-06-29 14:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,16.86,,14.86,16.9,16.57,17.21,1018,,,88,0.8,223,,0.19,,,,88,500,Rain,light rain,10d
1624978800,2021-06-29 15:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,17.53,,14.43,17.48,16.57,20.18,1018,,,82,0.81,197,,0.21,,,,96,500,Rain,light rain,10d
1624982400,2021-06-29 16:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,19.12,,15,19.1,17.68,21.18,1017,,,77,0.69,169,,0.26,,,,100,500,Rain,light rain,10d
1624986000,2021-06-29 17:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,20.24,,14.6,20.15,19.89,23.18,1016,,,70,0.56,123,,0.33,,,,99,500,Rain,light rain,10d
1624989600,2021-06-29 18:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,21.11,,14.52,21,20.46,23.18,1015,,,66,0.65,89,,0.32,,,,99,500,Rain,light rain,10d
1624993200,2021-06-29 19:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,21.62,,14.52,21.51,20.46,22.77,1015,,,64,1,97,,0.41,,,,100,500,Rain,light rain,10d
1624996800,2021-06-29 20:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,21.67,,14.08,21.51,20.89,23.18,1013,,,62,1.79,172,,3.02,,,,98,501,Rain,moderate rain,10d
1625000400,2021-06-29 21:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,19.01,,12.05,18.64,18.79,21.18,1015,,,64,2.5,188,,3.56,,,,100,501,Rain,moderate rain,10d
1625004000,2021-06-29 22:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,17.93,,13.44,17.74,17.68,19.18,1015,,,75,1.39,107,,1.88,,,,100,501,Rain,moderate rain,10d
1625007600,2021-06-29 23:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,17.02,,13.35,16.84,16.57,18.18,1017,,,79,1.58,351,,2.54,,,,100,501,Rain,moderate rain,10d
1625011200,2021-06-30 00:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,16.55,,13.28,16.38,16.1,16.89,1018,,,81,1.96,357,,1.92,,,,100,501,Rain,moderate rain,10d
1625014800,2021-06-30 01:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,15.43,,13.45,15.33,14.89,16.1,1018,,,88,1.13,325,,1.64,,,,100,501,Rain,moderate rain,10d
1625018400,2021-06-30 02:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,14.63,,12.84,14.47,13.89,15.55,1019,,,89,1.25,355,,1.31,,,,100,501,Rain,moderate rain,10n
1625022000,2021-06-30 03:00:00 +0000 UTC,-18000,Frialsa,19.638615,-99.145726,14.63,,12.84,14.47,13.89,15.55,1019,,,89,1.02,14,,1.28,,,,100,501,Rain,moderate rain,10n
